triple_id,doc_id,primary_failure,all_reasons
MPT-966baa87e49935b6a7a9,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-96766641fce130c4428b,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-9677a210c32c2f5c568f,MP003,evidence,evidence_invalid
MPT-9677a8cc0b3045dabe6c,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-96a58862aa8821896c5d,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-96ac63e2ab683ce7265b,MP007,evidence,evidence_invalid;relation_not_entailed
MPT-96af396bf423c3d52c2b,MP019,evidence,evidence_invalid
MPT-96afab42fa930adad3cd,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-96c9c10601900d9e915d,MP021,evidence,evidence_invalid
MPT-96dfe10b07c946d52978,MP018,evidence,evidence_invalid;relation_not_entailed
MPT-96e990aff0e79fc4b33d,MP020,schema_type,relation_type_invalid
MPT-970f6538f5c1e41053f0,MP003,evidence,evidence_invalid
MPT-97145f221833258b7cb2,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-971cd8626d5851ff0752,MP007,evidence,evidence_invalid;relation_not_entailed
MPT-97392c2139fd22649102,MP019,evidence,evidence_invalid
MPT-9745f700b5fa6fefc324,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-9747459d54422ad11424,MP019,evidence,evidence_invalid
MPT-9752761addf9406726b1,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-975e709d3b639eea4385,MP019,schema_type,relation_type_invalid
MPT-976e5c15a372661c59ff,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-976f173759cbd6bdb624,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-97769de59b68db09d08f,MP020,schema_type,relation_type_invalid
MPT-977ae9ee14a99e1cb226,MP019,schema_type,relation_type_invalid
MPT-9781c808f3aa3135c07a,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-9789e97f65b6f93b8df3,MP001,schema_type,relation_type_invalid
MPT-978c9178d979ab435843,MP017,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-978eac86deb4e16f1e1f,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-979290f44478820da12f,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-97947765852b1da7be70,MP019,evidence,evidence_invalid
MPT-979f707ccdda76be3e02,MP004,schema_type,relation_type_invalid
MPT-97aa8220aaf90adcdc91,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-97b7403fd69da61b8914,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-97bb681739ddc715cedf,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-97bd7a98383f83e0a9c8,MP020,evidence,evidence_invalid;relation_not_entailed
MPT-97e2324458e5ec5ad9a3,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-97f686a2c83975b4dd4a,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-9802e99f37182f3acb0c,MP001,schema_type,relation_type_invalid;evidence_invalid
MPT-980c64df475c038f8e55,MP003,evidence,evidence_invalid
MPT-98163781c145889b159e,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-981c39db990db4242087,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-981d10a40409de03cf40,MP002,evidence,evidence_invalid
MPT-981eb8c0f565d8999a8d,MP002,evidence,evidence_invalid
MPT-9822ff20b4767a5bad04,MP019,evidence,evidence_invalid
MPT-982485595f83eaefd1bf,MP002,evidence,evidence_invalid
MPT-9838873b34d2f0c1e48e,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-983f9ba46f06a1f04aff,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-98407deac2a327589896,MP019,evidence,evidence_invalid
MPT-9844c459085713e2ec6e,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-9849effe068b7d0db4be,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-98570a402c775e039bcd,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-9858fa995bc01837c66f,MP003,evidence,evidence_invalid
MPT-986c6fb8919356d613f5,MP002,evidence,evidence_invalid
MPT-987be3a3e8e7b3e67f24,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-988c947f62eba1e5cac8,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-9898f01ee03958796650,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-9899e4def343764ec1ed,MP019,evidence,evidence_invalid
MPT-98a5f1470d2e18dee996,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-98a76fee6c6e0c8ffea6,MP018,schema_type,relation_type_invalid
MPT-98b26d76079e87559681,MP003,evidence,evidence_invalid
MPT-98c01648ee15d6961395,MP001,schema_type,relation_type_invalid
MPT-98c547aae3e445764057,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-98d78929c9ee0450f056,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-98d93a44f9ecb6bc4d69,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-98e2c7c0326ded532910,MP015,evidence,evidence_invalid;relation_not_entailed
MPT-98e42f3ad9a858d6f9df,MP002,schema_type,relation_type_invalid;evidence_invalid
MPT-98f603324c449515c139,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-990812570a66b6c81fe3,MP018,schema_type,relation_type_invalid
MPT-991188ea24e11168d04e,MP003,schema_type,relation_type_invalid
MPT-992d0951d30663d3b892,MP019,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-9937ddf75bd213ee215a,MP001,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-993926a5021216eea214,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-9957a74f172e1230a0a1,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-995c280ec5efa7fc15ab,MP018,schema_type,relation_type_invalid;evidence_invalid
MPT-99762305c94dffc9297e,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-9985d3745141f3759554,MP019,evidence,evidence_invalid
MPT-998ad9134c188ea615a4,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-999651e10dd38a43c00f,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-99a7633826f9cfba5af4,MP015,evidence,evidence_invalid;relation_not_entailed
MPT-99af20c28d8a18e13ed2,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-99b58420d213b39a8fd9,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-99bbcdd7ddfb670bffa8,MP019,evidence,evidence_invalid
MPT-99c7f90fde190b51244f,MP003,evidence,evidence_invalid
MPT-99da5dd3fbc5a6294e29,MP021,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-99dc481713d5fc9f589b,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-99f325c91a38ade5dc50,MP015,evidence,evidence_invalid;relation_not_entailed
MPT-99fc985f28e83b59aedb,MP016,schema_type,relation_type_invalid
MPT-9a2613edd7a91ef8504e,MP002,evidence,evidence_invalid
MPT-9a2b1a79378e713b4f02,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-9a393837432aca824ebe,MP002,evidence,evidence_invalid;relation_not_entailed
MPT-9a3ca256c481d88e243e,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-9a65cb5fd571b666b7ab,MP019,evidence,evidence_invalid
MPT-9a94f5181ab1ee6e4b96,MP007,evidence,evidence_invalid
MPT-9a98d20dbd2573fab835,MP007,evidence,evidence_invalid
MPT-9aaad1044dd55b2118e7,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-9aac4ae4b2c1efcd586d,MP003,evidence,evidence_invalid
MPT-9ab2fc901dec9b9864af,MP003,evidence,evidence_invalid
MPT-9ab4040796d8ee027cb0,MP015,evidence,evidence_invalid
MPT-9abe581809ea464f1388,MP019,schema_type,relation_type_invalid
MPT-9ac4c7aa30b4b7e4daf2,MP019,evidence,evidence_invalid
MPT-9acbc96ec6ec5729f1ff,MP018,relation_support,dual_qwen_relation_not_entailed
MPT-9adb46870ef55bdf60f9,MP019,evidence,evidence_invalid
MPT-9af04317b297c3551699,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-9af9f28bebce867e916e,MP019,evidence,evidence_invalid
MPT-9b05414b3d5302c88edb,MP022,evidence,evidence_invalid
MPT-9b10c813a4ef7325fb42,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-9b137da340a9d7ca839e,MP005,evidence,evidence_invalid
MPT-9b2595ba14abbfe60c18,MP001,schema_type,relation_type_invalid
MPT-9b43083130031360814a,MP001,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-9b43649fe64a9c4566ec,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-9b5b5083fdd639ebe546,MP002,evidence,evidence_invalid
MPT-9b5b6d7d82c52d056a19,MP002,schema_type,relation_type_invalid
MPT-9b5fb4e600cebd794beb,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-9b6c5c3bf4914df0c456,MP002,evidence,evidence_invalid
MPT-9b6cc3dbe67737985760,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-9b75f9947363898841a3,MP019,schema_type,relation_type_invalid;evidence_invalid
MPT-9b7c9715a9ec3b3afd39,MP019,evidence,evidence_invalid
MPT-9b7cbeb8041b03a479ec,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-9b8b9c722434c5605641,MP019,evidence,evidence_invalid
MPT-9b8be80ebb9f456f4d91,MP019,evidence,evidence_invalid
MPT-9b95dd255cedd9579e53,MP003,evidence,evidence_invalid
MPT-9b9a9cb5ec360c54892b,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-9b9cb37598e47b7edad8,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-9b9d932c00588c81e45a,MP019,schema_type,relation_type_invalid
MPT-9bab707a222b4d7d6292,MP003,evidence,evidence_invalid
MPT-9bddd4a30214f6db10b0,MP019,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-9bf419491053193bcd16,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-9c07a6689c1effb3f646,MP002,evidence,evidence_invalid
MPT-9c10a3e5910d3464044d,MP022,relation_support,dual_qwen_relation_not_entailed
MPT-9c157c705c16801f5f56,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-9c1db8e9b4a0cf0b138c,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-9c2810cce59c0a72d05b,MP003,evidence,evidence_invalid
MPT-9c2c8ca4f07342d28f9c,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-9c442c2a93dc98720b35,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-9c4c23a60edfaf140e9a,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-9c50bdf619a9d3774696,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-9c55c4a7426bb8710fe8,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-9c5945044e37a36a2515,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-9c915d75161cb4da7cd1,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-9c93600317ec5bf52257,MP019,evidence,evidence_invalid
MPT-9ca8dc930ceae1bfb1f5,MP002,evidence,evidence_invalid
MPT-9cb37119b10264c822ea,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-9cb50713aed8703e31fd,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-9cb890a6fc1d160207a9,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-9cbfb40034d4ac1ef678,MP019,schema_type,relation_type_invalid;evidence_invalid
MPT-9ccd4f3dd17f1b0f24e6,MP004,evidence,evidence_invalid
MPT-9ccda609de5223719fac,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-9ccf5c40ec73b074a082,MP003,evidence,evidence_invalid
MPT-9ccfc7b35ece564163cc,MP019,schema_type,relation_type_invalid
MPT-9cd938ad21b416695df9,MP018,evidence,evidence_invalid;relation_not_entailed
MPT-9cf11b7fdccfb3f99ca3,MP002,evidence,evidence_invalid
MPT-9cf33196bd313f0ced68,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-9cf545cd056b21911e2a,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-9cfb855af632ab366d04,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-9d000d5857d11c827dba,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-9d09f56aad0768bba9b3,MP002,schema_type,relation_type_invalid;evidence_invalid
MPT-9d0c0cae714e66e19504,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-9d2a0929bdb4822abf24,MP007,evidence,evidence_invalid
MPT-9d32bd806b21a54da5b9,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-9d3a0fe8c37123fb0fe9,MP019,evidence,evidence_invalid
MPT-9d432b79e6f0438b4d2c,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-9d4727a470d2d87376dd,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-9d48ab4ae6f8f5e6ecf6,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-9d4f25d06197a0afbc98,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-9d567819eee44f21ef44,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-9d60c5656bad84e74a11,MP015,relation_support,dual_qwen_relation_not_entailed
MPT-9d613e05353de1b97357,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-9d72dd6054e1cf874ded,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-9d768cd511180416f32a,MP022,schema_type,relation_type_invalid
MPT-9d8005dcd6328ea7b3d2,MP002,evidence,evidence_invalid
MPT-9d90f259301d47f6594d,MP019,evidence,evidence_invalid
MPT-9d94d7150864a0ecf168,MP020,evidence,evidence_invalid;relation_not_entailed
MPT-9d9c041d09d4d8a5ae17,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-9da35ceaec448dc9259c,MP006,schema_type,relation_type_invalid
MPT-9da3c2852d61ed39b359,MP016,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-9da8b3c57ef2a3db463d,MP005,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-9dac3968715b30eb4117,MP002,evidence,evidence_invalid
MPT-9db777bacca38eccbfac,MP002,evidence,evidence_invalid
MPT-9db9b897f087d2bbda94,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-9dbe9b802b8c0addc14d,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-9dc11356559e90587051,MP018,evidence,evidence_invalid;relation_not_entailed
MPT-9dc77f22058bedf4a73d,MP005,evidence,evidence_invalid
MPT-9dccdc4bfcbedf426adb,MP003,evidence,evidence_invalid
MPT-9de3f0ea7e61017f53ee,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-9def06d2f65ea8ff42c8,MP005,evidence,evidence_invalid
MPT-9df00b4e99c6ebb04261,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-9df14ba9c44ca5147aeb,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-9df7f60e0d93b717a931,MP002,evidence,evidence_invalid
MPT-9dff91a383c067a05bab,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-9e1c3523def92d96ff14,MP021,schema_type,relation_type_invalid
MPT-9e2778bd5f6a45e7f049,MP017,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-9e3018f5f52e769a8a47,MP002,evidence,evidence_invalid
MPT-9e3541d4a46375279964,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-9e435c4859e16940d549,MP019,schema_type,relation_type_invalid;evidence_invalid
MPT-9e4a92c7648744b390e5,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-9e5fd23ed3e8697b9176,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-9e691e92f21f346e87c0,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-9e74a1b219df305cdd39,MP001,evidence,evidence_invalid
MPT-9e76ecb8fbb56cdca8ae,MP019,schema_type,relation_type_invalid
MPT-9e8fa351de746280f6d8,MP018,relation_support,dual_qwen_relation_not_entailed
MPT-9e946737f4c077c47dbd,MP002,evidence,evidence_invalid
MPT-9eb7415e719051b81a2f,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-9ef584102061e6a126f4,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-9ef7d922839819ecc0f0,MP002,evidence,evidence_invalid
MPT-9f2480d77069c4ed7502,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-9f2bb511009972d71378,MP001,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-9f356a16422cba9630c0,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-9f4a23656763fa2d6590,MP002,evidence,evidence_invalid
MPT-9f6fe6b3ab798bbe2dfd,MP019,evidence,evidence_invalid
MPT-9f77f2d00ba8f6882cd5,MP019,evidence,evidence_invalid
MPT-9f80484634e6384621ae,MP017,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-9f874a96f59d6e7c2801,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-9f8c56f919d0eb4c09f7,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-9f8cb6b4c70088be27c2,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-9f9bc9a5bed13c5c6feb,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-9f9e4e9b8c1dfab44052,MP020,evidence,evidence_invalid;relation_not_entailed
MPT-9fa1f33b1f1a5c594675,MP003,evidence,evidence_invalid
MPT-9fc30a0ecba89ad925e3,MP002,evidence,evidence_invalid
MPT-9fdd04bd5a2bb63e79ae,MP020,evidence,evidence_invalid;relation_not_entailed
MPT-9fde631634a7dc61e716,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-9fe65697ec855cb2ffa0,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-9fefa943f5104cc5f014,MP003,evidence,evidence_invalid
MPT-9ff676a3de2386e277a6,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-9ff8b6538a8c2c5fdaf6,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-9ff9c141141125101da5,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-9ffe50edc76fa603c445,MP002,evidence,evidence_invalid
MPT-a006e8e3509425931d78,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-a0071c3f0343643297bd,MP019,evidence,evidence_invalid
MPT-a04438726687b69481c7,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-a04a42d3199a9fd77773,MP001,relation_support,dual_qwen_relation_not_entailed
MPT-a05793d0c0989502ba8e,MP019,evidence,evidence_invalid
MPT-a0638dd2fefd38aa5b14,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-a07f53fdd4c5b1d879a5,MP005,schema_type,relation_type_invalid
MPT-a080f8c2f7d12b516344,MP019,evidence,evidence_invalid
MPT-a0928b9dbe61c90ff1da,MP005,evidence,evidence_invalid
MPT-a09eccd27ac7a47d360f,MP005,schema_type,relation_type_invalid
MPT-a0cb583b486e72cd5508,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-a0d7dcc05413c554fd94,MP003,evidence,evidence_invalid
MPT-a0dca8a256a7472816d2,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-a0dfab784ffff23f9981,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-a0e21661c1e3c9a0d333,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-a0f5c2647e335b43838c,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-a10095225ee15da30a5a,MP003,evidence,evidence_invalid
MPT-a107ced8ae268bac344a,MP002,schema_type,relation_type_invalid
MPT-a10c5451ff20cf125f75,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-a125b6f076e0221ed654,MP015,evidence,evidence_invalid
MPT-a12cad3406bf8e036953,MP020,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-a12d74e9ccc3939c25ec,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-a132468becc9ba9d54a1,MP002,evidence,evidence_invalid
MPT-a134fb06826c3cd94d07,MP002,evidence,evidence_invalid
MPT-a14731700e08e03dd739,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-a15f65fd0650d037f678,MP003,evidence,evidence_invalid
MPT-a18e47d704e6d6af9fbd,MP019,evidence,evidence_invalid
MPT-a1956c0fcad94712c52e,MP003,schema_type,relation_type_invalid
MPT-a1aee9a870260848d940,MP019,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-a1baf4ef3bc5f91b5bb5,MP019,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-a1bda9b6fe092e9409e9,MP019,schema_type,relation_type_invalid;evidence_invalid
MPT-a1c5246490125757b8ec,MP002,evidence,evidence_invalid
MPT-a1daf5654a4e9a0612a3,MP021,evidence,evidence_invalid
MPT-a1e240dfb679c63ca43e,MP005,schema_type,relation_type_invalid
MPT-a1e3b957a2760ab8950f,MP002,evidence,evidence_invalid
MPT-a1e7325553ee9ef86a23,MP019,evidence,evidence_invalid
MPT-a1f41941d63829e128de,MP015,evidence,evidence_invalid
MPT-a20f024ea0acb4edea95,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-a2341b367d7995fda824,MP004,evidence,evidence_invalid
MPT-a24746659362651e232d,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-a24d7f50a485f461349d,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-a25976f2e5f2c32ed9e4,MP005,evidence,evidence_invalid
MPT-a26477e980270d5e9cfd,MP003,evidence,evidence_invalid
MPT-a2648943ceb4907b2ec0,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-a27546e23ba9aced30b1,MP001,schema_type,relation_type_invalid
MPT-a278e9d3230baf4c733a,MP019,evidence,evidence_invalid
MPT-a281288f8b133d4ee1fb,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-a2a6f026218f857b86ad,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-a2a7591b0cb1e7da27d1,MP019,evidence,evidence_invalid
MPT-a2a7f17d420fa1e129a6,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-a2ab9b81a89585828d47,MP002,evidence,evidence_invalid
MPT-a2ac1edc3cbd5803ee20,MP001,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-a2b4169c2b8f7018b3d2,MP001,evidence,evidence_invalid
MPT-a2be661dc8dbb332af47,MP003,schema_type,relation_type_invalid;evidence_invalid
MPT-a2bfd05a80b0e1120485,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-a2dbccdff0454790ac6e,MP007,evidence,evidence_invalid
MPT-a2ed84425a54cb085e42,MP005,schema_type,relation_type_invalid
MPT-a2fa20c3853cc76d355b,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-a30d51adb2769e7754e8,MP019,evidence,evidence_invalid
MPT-a315877e7f072c4031ff,MP003,evidence,evidence_invalid
MPT-a319e6d3184cbdd3890d,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-a32b3f92796b2debc22e,MP007,evidence,evidence_invalid;relation_not_entailed
MPT-a33d5a4c2bc470f29bb4,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-a34dba7c4bf92db7ddda,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-a37b2792e2ed5269ac39,MP001,evidence,evidence_invalid
MPT-a37b46a0fbe10fe531fb,MP007,evidence,evidence_invalid;relation_not_entailed
MPT-a3c213d2cfcce73cb0ed,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-a3d4c4262efdc6991e4c,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-a3d790acc6c8d0558455,MP021,evidence,evidence_invalid;relation_not_entailed
MPT-a3df8e5a3474e5684040,MP019,evidence,evidence_invalid
MPT-a3ee64241d7661f5c93f,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-a3efc763f41c334189b6,MP003,schema_type,relation_type_invalid
MPT-a3fef7e4fc872bc24543,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-a417fc8a65ea0f7c9b22,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-a4183118843c22649102,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-a42ef2f69a28ee28ff8b,MP005,evidence,evidence_invalid
MPT-a43136fdf90f294df3a1,MP003,schema_type,relation_type_invalid
MPT-a43239a40ee344929d89,MP004,evidence,evidence_invalid;relation_not_entailed
MPT-a443f110f9f7a476b2ce,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-a46d30c1c993e2fc5452,MP016,relation_support,dual_qwen_relation_not_entailed
MPT-a48bf7457219fec5bbe9,MP022,evidence,evidence_invalid;relation_not_entailed
MPT-a4955775df44bfe9fd2d,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-a4975842507344a589d7,MP019,evidence,evidence_invalid
MPT-a4ab1194aeb64f9f0c4c,MP005,evidence,evidence_invalid;relation_not_entailed
MPT-a4b707eea22396e37e22,MP003,evidence,evidence_invalid
MPT-a4c8149fd613f0991e20,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-a4c88d81b314a2778927,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-a4e868654ff25a7c1a8f,MP019,evidence,evidence_invalid
MPT-a4f0beff36f8057807c5,MP003,relation_support,dual_qwen_relation_not_entailed
MPT-a4f9a015886239cf7d75,MP003,evidence,evidence_invalid
MPT-a5076f073398484ae63c,MP019,schema_type,relation_type_invalid
MPT-a522fae56a03cf2c16b6,MP003,evidence,evidence_invalid
MPT-a52a688597d2fd6bdf98,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-a52fc6e6fea765c604dd,MP003,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-a531dfd3269932a3896f,MP001,relation_support,dual_qwen_relation_not_entailed
MPT-a546d2318442e3e372ce,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-a54f2f6cc3ded76913e5,MP019,evidence,evidence_invalid
MPT-a554938ae4446fb1d926,MP001,schema_type,relation_type_invalid;evidence_invalid;relation_not_entailed
MPT-a55510d9b39e3b7cba5d,MP016,evidence,evidence_invalid;relation_not_entailed
MPT-a567f2775f1ab34d109e,MP005,evidence,evidence_invalid
MPT-a5847b49ed380f9b4c7b,MP001,evidence,evidence_invalid;relation_not_entailed
MPT-a586debf45e96f550b6d,MP018,below_candidate_0.60,below_candidate_confidence
MPT-a58b04c8fb6e1f481506,MP018,relation_support,dual_qwen_relation_not_entailed
MPT-a593e763a946ac64236c,MP003,evidence,evidence_invalid
MPT-a5ab212d92c1e3363c59,MP020,evidence,evidence_invalid;relation_not_entailed
MPT-a5b44392754b5cb4f81c,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-a5be7635429d66553ded,MP005,relation_support,dual_qwen_relation_not_entailed
MPT-a5bf8865375c148f618b,MP003,evidence,evidence_invalid
MPT-a5bfc6b81900bff9f9ab,MP003,evidence,evidence_invalid
MPT-a5c5f1e40f9f8cc65311,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-a5cd464a61d6ce0d83c5,MP007,evidence,evidence_invalid
MPT-a5dcf6b3ca318d8a4695,MP019,evidence,evidence_invalid;relation_not_entailed
MPT-a5eb60b160b52df72475,MP015,relation_support,dual_qwen_relation_not_entailed
MPT-a601fba5ba5d85c25d07,MP017,evidence,evidence_invalid;relation_not_entailed
MPT-a60db2f27eb0f79fac37,MP003,evidence,evidence_invalid;relation_not_entailed
MPT-a60f1d48cf21121fe1d4,MP019,evidence,evidence_invalid
MPT-a624e257f11ccad6fa29,MP005,evidence,evidence_invalid
MPT-a62f896e91f94a03c4ac,MP002,evidence,evidence_invalid
